crops,Area Acres,Per Area yield (KG),Production in (KG),Year_range,crop_type,year mid point,crop indexing,location
banana(ripe),120709,6903,833309000,2018-2019,FRUITS (Temporary),2018.5,1,Bangladesh
banana(ripe),121777,6716,817908000,2019-2020,FRUITS (Temporary),2019.5,1,Bangladesh
banana(ripe),122192.19,6761.08,826151760,2020-2021,FRUITS (Temporary),2020.5,1,Bangladesh
banana(ripe),122585.45,6739.62,826179620,2021-2022,FRUITS (Temporary),2021.5,1,Bangladesh
banana(ripe),122603.38,6854.32,840362670,2022-2023,FRUITS (Temporary),2022.5,1,Bangladesh
banana(ripe),122858.57,6621.92,813559800,2023-2024,FRUITS (Temporary),2023.5,1,Bangladesh
banana(ripe),122823.87,7023.81,862691860,2024-2025,FRUITS (Temporary),2024.5,1,Bangladesh
melon,10167,4846,49270000,2015-2016,FRUITS (Temporary),2015.5,1,Bangladesh
melon,9114,4494,40959000,2016-2017,FRUITS (Temporary),2016.5,1,Bangladesh
melon,9022,4512,40703000,2017-2018,FRUITS (Temporary),2017.5,1,Bangladesh
melon,9061,4555,41275000,2018-2019,FRUITS (Temporary),2018.5,1,Bangladesh
melon,8888,4593,40824000,2019-2020,FRUITS (Temporary),2019.5,1,Bangladesh
melon,10097.15,4696.39,47420170,2020-2021,FRUITS (Temporary),2020.5,1,Bangladesh
melon,10264,4829.77,49572780,2021-2022,FRUITS (Temporary),2021.5,1,Bangladesh
melon,10422.49,4875.3,50812730,2022-2023,FRUITS (Temporary),2022.5,1,Bangladesh
melon,10325.19,4895.25,50544400,2023-2024,FRUITS (Temporary),2023.5,1,Bangladesh
melon,10849.84,6373.62,69152720,2024-2025,FRUITS (Temporary),2024.5,1,Bangladesh
pineapple,33498,5991,200701000,2015-2016,FRUITS (Temporary),2015.5,1,Bangladesh
pineapple,35483,5970,211833000,2016-2017,FRUITS (Temporary),2016.5,1,Bangladesh
pineapple,35237,5914,208401000,2017-2018,FRUITS (Temporary),2017.5,1,Bangladesh
pineapple,36800,5909,217439000,2018-2019,FRUITS (Temporary),2018.5,1,Bangladesh
pineapple,37182,5864,2180000,2019-2020,FRUITS (Temporary),2019.5,1,Bangladesh
pineapple,34246.66,6077.73,208141880,2020-2021,FRUITS (Temporary),2020.5,1,Bangladesh
pineapple,33581.87,6139.16,206164510,2021-2022,FRUITS (Temporary),2021.5,1,Bangladesh
pineapple,32463.36,6060.24,196735740,2022-2023,FRUITS (Temporary),2022.5,1,Bangladesh
pineapple,32359.46,6453.36,208827250,2023-2024,FRUITS (Temporary),2023.5,1,Bangladesh
pineapple,32046.25,6499.18,208274420,2024-2025,FRUITS (Temporary),2024.5,1,Bangladesh
strawberry,69,4435,306000,2015-2016,FRUITS (Temporary),2015.5,1,Bangladesh
strawberry,35,5171,181000,2016-2017,FRUITS (Temporary),2016.5,1,Bangladesh
strawberry,16.5,3667,60500,2017-2018,FRUITS (Temporary),2017.5,1,Bangladesh
strawberry,15,3600,54000,2018-2019,FRUITS (Temporary),2018.5,1,Bangladesh
strawberry,36.3,2703,98120,2019-2020,FRUITS (Temporary),2019.5,1,Bangladesh
strawberry,41.85,3323.54,139090,2020-2021,FRUITS (Temporary),2020.5,1,Bangladesh
strawberry,65.83,2546.86,167660,2021-2022,FRUITS (Temporary),2021.5,1,Bangladesh
strawberry,84.74,2486.19,210680,2022-2023,FRUITS (Temporary),2022.5,1,Bangladesh
strawberry,112.39,3191.48,358690,2023-2024,FRUITS (Temporary),2023.5,1,Bangladesh
strawberry,130.86,3325.39,435160,2024-2025,FRUITS (Temporary),2024.5,1,Bangladesh
waterfruit,124,3919,486000,2015-2016,FRUITS (Temporary),2015.5,1,Bangladesh
waterfruit,445,1854,825000,2016-2017,FRUITS (Temporary),2016.5,1,Bangladesh
waterfruit,252,3548,394000,2017-2018,FRUITS (Temporary),2017.5,1,Bangladesh
waterfruit,360,3856,1388000,2018-2019,FRUITS (Temporary),2018.5,1,Bangladesh
waterfruit,326,4003,1305000,2019-2020,FRUITS (Temporary),2019.5,1,Bangladesh
waterfruit,405.8,4680.51,1899350,2020-2021,FRUITS (Temporary),2020.5,1,Bangladesh
waterfruit,453.2,4494.77,2037030,2021-2022,FRUITS (Temporary),2021.5,1,Bangladesh
waterfruit,453.74,4161.59,1888280,2023-2024,FRUITS (Temporary),2023.5,1,Bangladesh
waterfruit,466.57,4200.96,1960040,2024-2025,FRUITS (Temporary),2024.5,1,Bangladesh
waterfruit,475.34,4848.91,2304880,2022-2023,FRUITS (Temporary),2022.5,1,Bangladesh
watermelon,27296,9144,249605000,2015-2016,FRUITS (Temporary),2015.5,1,Bangladesh
watermelon,29338,8646,253661000,2016-2017,FRUITS (Temporary),2016.5,1,Bangladesh
watermelon,28980,7833,226991000,2017-2018,FRUITS (Temporary),2017.5,1,Bangladesh
watermelon,27289,6878,187685000,2018-2019,FRUITS (Temporary),2018.5,1,Bangladesh
watermelon,30262,8420,254814000,2019-2020,FRUITS (Temporary),2019.5,1,Bangladesh
watermelon,40860.73,8466.7,345955440,2020-2021,FRUITS (Temporary),2020.5,1,Bangladesh
watermelon,57865.05,9511.23,550367530,2021-2022,FRUITS (Temporary),2021.5,1,Bangladesh
watermelon,58757.44,9459.88,555838140,2022-2023,FRUITS (Temporary),2022.5,1,Bangladesh
watermelon,64718.04,8987.87,581677400,2023-2024,FRUITS (Temporary),2023.5,1,Bangladesh
watermelon,142817.51,13872.47,1981231330,2024-2025,FRUITS (Temporary),2024.5,1,Bangladesh
groundnut(summer),13215,679,8974000,2015-2016,OIL SEEDS (Edible),2015.5,1,Bangladesh
groundnut(summer),13186,713,9401000,2016-2017,OIL SEEDS (Edible),2016.5,1,Bangladesh
groundnut(summer),12697,706,8965000,2017-2018,OIL SEEDS (Edible),2017.5,1,Bangladesh
groundnut(summer),11077,697,7724000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
groundnut(summer),9308,734,6829000,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
groundnut(summer),9339.31,773.16,7220770,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
groundnut(summer),10242.51,772.07,7907910,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
groundnut(summer),10125.6,775.95,7856950,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
groundnut(summer),10445.21,784.71,8196500,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
groundnut(summer),10334.1,799.02,8257200,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
groundnut(winter),75030,710,53290000,2015-2016,OIL SEEDS (Edible),2015.5,1,Bangladesh
groundnut(winter),78002,726,56659000,2016-2017,OIL SEEDS (Edible),2016.5,1,Bangladesh
groundnut(winter),81311,712,57863000,2017-2018,OIL SEEDS (Edible),2017.5,1,Bangladesh
groundnut(winter),76054,725,55108000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
groundnut(winter),71520,756,54085000,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
groundnut(winter),77003.85,773,59524640,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
groundnut(winter),89261.49,748.82,66840760,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
groundnut(winter),87749.91,765.52,67173900,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
groundnut(winter),86124.21,779.89,67167110,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
groundnut(winter),97581.48,760.76,7423602000,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
rape&mustard(local&hyv),946632.07,578.29,547425320,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
rape&mustard(local&hyv),1125764.96,572.12,644075220,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
rape&mustard(local&hyv),814288.54,487.04,396594280,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
rape&mustard(local&hyv),1144063.2,557.44,637745130,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
rape&mustard(local&hyv),667242,467,311740000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
rape&mustard(local&hyv),763855,469,358249000,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
rape&mustard(local&hyv),817235.05,501.27,409659060,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
rape&mustard(local&hyv),787025,909,361909000,2015-2016,OIL SEEDS (Edible),2015.5,1,Bangladesh
rape&mustard(local&hyv),831260,874,362860000,2016-2016,OIL SEEDS (Edible),2016.5,1,Bangladesh
rape&mustard(local&hyv),759874,463,351537000,2017-2018,OIL SEEDS (Edible),2017.5,1,Bangladesh
sesame(summer),72329.47,389.72,28187960,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
sesame(summer),6989045,393.13,27476070,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
sesame(summer),68660.82,395.05,27124530,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
sesame(winter),6144.67,411.21,2526720,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
sesame(winter),6055.9,416.25,2520760,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
sesame(winter),6037.11,424.44,2562400,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
soyabean,124289,742,92181000,2015-2016,OIL SEEDS (Edible),2015.5,1,Bangladesh
soyabean,155351,624,96921000,2016-2017,OIL SEEDS (Edible),2016.5,1,Bangladesh
soyabean,146888,672,98699000,2017-2018,OIL SEEDS (Edible),2017.5,1,Bangladesh
soyabean,154396,718,110785000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
soyabean,151407,692,104761000,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
soyabean,142447,640.07,91176590,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
soyabean,144712.75,681.67,98646060,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
soyabean,145582.25,737.09,107307590,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
soyabean,141371.15,755.69,106833470,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
soyabean,142780.47,759.78,108481420,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
sunflower,3187,620,1975000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
sunflower,333047,434.98,1448700,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
sunflower,3951.88,507.66,2006200,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
sunflower,5243.83,520.42,2728990,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
sunflower,6362.37,569.3,3622110,2022-2023,OIL SEEDS (Edible),2022.5,1,Bangladesh
sunflower,6908.31,563.84,3895160,2023-2024,OIL SEEDS (Edible),2023.5,1,Bangladesh
sunflower,11523.29,674.76,7775400,2024-2025,OIL SEEDS (Edible),2024.5,1,Bangladesh
til(summer),90974,370,33690000,2015-2016,OIL SEEDS (Edible),2015.5,1,Bangladesh
til(summer),84658,366,30983000,2016-2017,OIL SEEDS (Edible),2016.5,1,Bangladesh
til(summer),83953,372,31232000,2017-2018,OIL SEEDS (Edible),2017.5,1,Bangladesh
til(summer),75671,372,28151000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
til(summer),75260,380,28562000,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
til(summer),77764.11,372.77,28988010,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
til(summer),74980.45,378.62,28389200,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
til(winter),8618,375,3231000,2015-2016,OIL SEEDS (Edible),2015.5,1,Bangladesh
til(winter),8013,376,3016000,2016-2017,OIL SEEDS (Edible),2016.5,1,Bangladesh
til(winter),8878,409,3627000,2017-2018,OIL SEEDS (Edible),2017.5,1,Bangladesh
til(winter),8855,391,3462000,2018-2019,OIL SEEDS (Edible),2018.5,1,Bangladesh
til(winter),7908,408,3224000,2019-2020,OIL SEEDS (Edible),2019.5,1,Bangladesh
til(winter),7983.24,431.66,3446070,2020-2021,OIL SEEDS (Edible),2020.5,1,Bangladesh
til(winter),6679.68,399.87,2671030,2021-2022,OIL SEEDS (Edible),2021.5,1,Bangladesh
linseed(tishi),16207,276,4475000,2015-2016,OIL SEEDS (Non-Edible),2015.5,1,Bangladesh
linseed(tishi),13257,314,4164000,2016-2017,OIL SEEDS (Non-Edible),2016.5,1,Bangladesh
linseed(tishi),13920,321,4464000,2017-2018,OIL SEEDS (Non-Edible),2017.5,1,Bangladesh
linseed(tishi),13057,279,3641000,2018-2019,OIL SEEDS (Non-Edible),2018.5,1,Bangladesh
linseed(tishi),10156.22,304.66,3094220,2019-2020,OIL SEEDS (Non-Edible),2019.5,1,Bangladesh
linseed(tishi),12869.78,290.23,3735150,2020-2021,OIL SEEDS (Non-Edible),2020.5,1,Bangladesh
linseed(tishi),12825.27,291.24,3735240,2021-2022,OIL SEEDS (Non-Edible),2021.5,1,Bangladesh
linseed(tishi),12029.15,297.8,3582260,2022-2023,OIL SEEDS (Non-Edible),2022.5,1,Bangladesh
linseed(tishi),11281.19,303.13,3419630,2023-2024,OIL SEEDS (Non-Edible),2023.5,1,Bangladesh
linseed(tishi),11116.7,306.1,3402850,2024-2025,OIL SEEDS (Non-Edible),2024.5,1,Bangladesh
otheroilseed,4009,556,2229000,2015-2016,OIL SEEDS (Non-Edible),2015.5,1,Bangladesh
otheroilseed,3425,559,1913000,2016-2017,OIL SEEDS (Non-Edible),2016.5,1,Bangladesh
otheroilseed,3731,678,2531000,2017-2018,OIL SEEDS (Non-Edible),2017.5,1,Bangladesh
fodder(summer),10006.09,13872.98,138814320,2022-2023,OTHER FOOD CROP,2022.5,1,Bangladesh
fodder(summer),11662.88,16624.7,193891900,2023-2024,OTHER FOOD CROP,2023.5,1,Bangladesh
fodder(summer),12820.55,16552.68,212214490,2024-2025,OTHER FOOD CROP,2024.5,1,Bangladesh
fodder(summer),4728,5694,26922000,2018-2019,OTHER FOOD CROP,2018.5,1,Bangladesh
fodder(summer),8065.47,8497.83,68538980,2021-2022,OTHER FOOD CROP,2021.5,1,Bangladesh
fodder(summer),5729.19,5838.79,33452000,2019-2020,OTHER FOOD CROP,2019.5,1,Bangladesh
fodder(summer),6743.85,6447.77,43483000,2020-2021,OTHER FOOD CROP,2020.5,1,Bangladesh
fodder(summer),4935,5920,29213000,2015-2016,OTHER FOOD CROP,2015.5,1,Bangladesh
fodder(summer),4438,5836,25899000,2016-2017,OTHER FOOD CROP,2016.5,1,Bangladesh
fodder(summer),4548,6226,28315000,2017-2018,OTHER FOOD CROP,2017.5,1,Bangladesh
fodder(winter),40044.41,7126.19,285364080,2022-2023,OTHER FOOD CROP,2022.5,1,Bangladesh
fodder(winter),42520.5,6872.46,292220550,2023-2024,OTHER FOOD CROP,2023.5,1,Bangladesh
fodder(winter),43821.44,12776.28,559874860,2024-2025,OTHER FOOD CROP,2024.5,1,Bangladesh
fodder(winter),44967,4682,210552000,2018-2019,OTHER FOOD CROP,2018.5,1,Bangladesh
fodder(winter),41075.37,6588.57,270627830,2021-2022,OTHER FOOD CROP,2021.5,1,Bangladesh
fodder(winter),38213.75,6079.03,232303000,2019-2020,OTHER FOOD CROP,2019.5,1,Bangladesh
fodder(winter),38860.09,2600.87,240966420,2020-2021,OTHER FOOD CROP,2020.5,1,Bangladesh
fodder(winter),36613,5332,195216000,2015-2016,OTHER FOOD CROP,2015.5,1,Bangladesh
fodder(winter),37193,5361,199380000,2016-2017,OTHER FOOD CROP,2016.5,1,Bangladesh
fodder(winter),38222,5593,213772000,2017-2018,OTHER FOOD CROP,2017.5,1,Bangladesh
sweetpotato,61470,4219,259372000,2015-2016,OTHER FOOD CROP,2015.5,1,Bangladesh
sweetpotato,63604,4130,262702000,2016-2017,OTHER FOOD CROP,2016.5,1,Bangladesh
sweetpotato,59244,4166,246816000,2017-2018,OTHER FOOD CROP,2017.5,1,Bangladesh
sweetpotato,598669,4148,235881000,2018-2019,OTHER FOOD CROP,2018.5,1,Bangladesh
sweetpotato,60647.38,4052,245719000,2019-2020,OTHER FOOD CROP,2019.5,1,Bangladesh
sweetpotato,65524.21,4270.19,279800960,2020-2021,OTHER FOOD CROP,2020.5,1,Bangladesh
sweetpotato,71510.81,4247.05,303710050,2021-2022,OTHER FOOD CROP,2021.5,1,Bangladesh
sweetpotato,68708.01,4331.15,297584610,2022-2023,OTHER FOOD CROP,2022.5,1,Bangladesh
sweetpotato,69071.03,4373.37,302073460,2023-2024,OTHER FOOD CROP,2023.5,1,Bangladesh
sweetpotato,67690.73,4480.27,303272580,2024-2025,OTHER FOOD CROP,2024.5,1,Bangladesh
felonlentil,16698,659,10999000,2018-2019,PULSES,2018.5,1,Bangladesh
felonlentil,26820,549,14721000,2019-2020,PULSES,2019.5,1,Bangladesh
felonlentil,30231.53,531.99,6083020,2020-2021,PULSES,2020.5,1,Bangladesh
felonlentil,30714.45,503.81,15474350,2021-2022,PULSES,2021.5,1,Bangladesh
felonlentil,30031.45,459.42,13797070,2022-2023,PULSES,2022.5,1,Bangladesh
felonlentil,30931.97,538.47,16655940,2023-2024,PULSES,2023.5,1,Bangladesh
felonlentil,31098.11,538.88,16758100,2024-2025,PULSES,2024.5,1,Bangladesh
garikalai,2472,343,848000,2018-2019,PULSES,2018.5,1,Bangladesh
garikalai,1800.97,326,587820,2019-2020,PULSES,2019.5,1,Bangladesh
garikalai,1421.1,304.83,433200,2020-2021,PULSES,2020.5,1,Bangladesh
garikalai,1232.98,303.22,373870,2021-2022,PULSES,2021.5,1,Bangladesh
garikalai,1217.86,303.89,310100,2022-2023,PULSES,2022.5,1,Bangladesh
garikalai,1189.87,299.06,355840,2023-2024,PULSES,2023.5,1,Bangladesh
garikalai,1176.7,306.11,360200,2024-2025,PULSES,2024.5,1,Bangladesh
gram,15026,425,6382000,2015-2016,PULSES,2015.5,1,Bangladesh
gram,14615,427,6237000,2016-2017,PULSES,2016.5,1,Bangladesh
gram,12421,400,4964000,2017-2018,PULSES,2017.5,1,Bangladesh
gram,11447.75,431.71,4942090,2019-2020,PULSES,2019.5,1,Bangladesh
gram,11318.37,442.53,5008770,2020-2021,PULSES,2020.5,1,Bangladesh
gram,9972.05,467.76,4664500,2022-2023,PULSES,2022.5,1,Bangladesh
gram,9751.15,517.68,5047980,2023-2024,PULSES,2023.5,1,Bangladesh
gram,8709.02,511.58,4455340,2024-2025,PULSES,2024.5,1,Bangladesh
gram,11891,450,5347000,2018-2019,PULSES,2018.5,1,Bangladesh
gram,10712.66,452.42,4846620,2021-2022,PULSES,2021.5,1,Bangladesh
grasspea(khesari),271794,474.68,129015320,2022-2023,PULSES,2022.5,1,Bangladesh
grasspea(khesari),267553.96,487.49,130430220,2024-2025,PULSES,2024.5,1,Bangladesh
grasspea(khesari),269630.48,482.33,13004983000,2023-2024,PULSES,2023.5,1,Bangladesh
grasspea(khesari),280415,437,122408000,2015-2016,PULSES,2015.5,1,Bangladesh
grasspea(khesari),276829,431,119344000,2016-2017,PULSES,2016.5,1,Bangladesh
grasspea(khesari),257506,446,114775000,2017-2018,PULSES,2017.5,1,Bangladesh
grasspea(khesari),257536,453,116718000,2018-2019,PULSES,2018.5,1,Bangladesh
grasspea(khesari),272498,439,119548000,2019-2020,PULSES,2019.5,1,Bangladesh
grasspea(khesari),286335.29,456.21,130629340,2020-2021,PULSES,2020.5,1,Bangladesh
grasspea(khesari),290902.15,453.45,131908450,2021-2022,PULSES,2021.5,1,Bangladesh
lentil(masur),334429.6,588.55,196829240,2022-2023,PULSES,2022.5,1,Bangladesh
lentil(masur),308608.85,598.88,18481882000,2023-2024,PULSES,2023.5,1,Bangladesh
lentil(masur),298857.42,562.56,168124390,2024-2025,PULSES,2024.5,1,Bangladesh
lentil(masur),381653,415,158224000,2015-2016,PULSES,2015.5,1,Bangladesh
lentil(masur),382224,442,0,2016-2017,PULSES,2016.5,1,Bangladesh
lentil(masur),385399,458,176633000,2017-2018,PULSES,2017.5,1,Bangladesh
lentil(masur),344610,466,160716000,2018-2019,PULSES,2018.5,1,Bangladesh
lentil(masur),349109,508,177354000,2019-2020,PULSES,2019.5,1,Bangladesh
lentil(masur),360699,514,185500000,2020-2021,PULSES,2020.5,1,Bangladesh
lentil(masur),356946.1,534.38,190743610,2021-2022,PULSES,2021.5,1,Bangladesh
motor,17931,411,7372000,2015-2016,PULSES,2015.5,1,Bangladesh
motor,17497,411,7191000,2016-2017,PULSES,2016.5,1,Bangladesh
motor,17746,459,8139000,2017-2018,PULSES,2017.5,1,Bangladesh
motor,15963,446,7126000,2018-2019,PULSES,2018.5,1,Bangladesh
motor,20591,426,8777000,2019-2020,PULSES,2019.5,1,Bangladesh
motor,18501,435.22,8051970,2020-2021,PULSES,2020.5,1,Bangladesh
motor,18276.65,444.94,8131990,2021-2022,PULSES,2021.5,1,Bangladesh
mungbean,105166,351,36954000,2015-2016,PULSES,2015.5,1,Bangladesh
mungbean,102311,340,34783000,2016-2017,PULSES,2016.5,1,Bangladesh
mungbean,92655,368,34102000,2017-2018,PULSES,2017.5,1,Bangladesh
mungbean,102109,332,33951000,2018-2019,PULSES,2018.5,1,Bangladesh
mungbean,108742,341,37054000,2019-2020,PULSES,2019.5,1,Bangladesh
mungbean,109304.77,376.83,41189260,2020-2021,PULSES,2020.5,1,Bangladesh
mungbean,113909.14,364.75,4548480,2021-2022,PULSES,2021.5,1,Bangladesh
mungbean,112709.6,404.28,45565800,2022-2023,PULSES,2022.5,1,Bangladesh
mungbean,121276.83,368.091,44640930,2023-2024,PULSES,2023.5,1,Bangladesh
mungbean,311031.5,444.18,138152970,2024-2025,PULSES,2024.5,1,Bangladesh
otherpulses(summer),5267,374,1972000,2015-2016,PULSES,2015.5,1,Bangladesh
otherpulses(summer),3613,369,1334000,2016-2017,PULSES,2016.5,1,Bangladesh
otherpulses(summer),2724,380,1034000,2017-2018,PULSES,2017.5,1,Bangladesh
otherpulses(winter),17066,540,92181000,2015-2016,PULSES,2015.5,1,Bangladesh
otherpulses(winter),19734,501,9890000,2016-2017,PULSES,2016.5,1,Bangladesh
otherpulses(winter),18173,455,8264000,2017-2018,PULSES,2017.5,1,Bangladesh
peasgreen(mator),16716.72,477.05,7974720,2024-2025,PULSES,2024.5,1,Bangladesh
peasgreen(mator),17237.51,447.13,7107470,2022-2023,PULSES,2022.5,1,Bangladesh
peasgreen(mator),17026.73,46951,7994240,2023-2024,PULSES,2023.5,1,Bangladesh
pigeonpea(arhar),1331,425,566000,2015-2016,PULSES,2015.5,1,Bangladesh
pigeonpea(arhar),1275,433,552000,2016-2017,PULSES,2016.5,1,Bangladesh
pigeonpea(arhar),1147,405,465000,2017-2018,PULSES,2017.5,1,Bangladesh
pigeonpea(arhar),1104.1,415.42,458660,2019-2020,PULSES,2019.5,1,Bangladesh
pigeonpea(arhar),1106,428.98,474340,2020-2021,PULSES,2020.5,1,Bangladesh
pigeonpea(arhar),1149,407,468000,2018-2019,PULSES,2018.5,1,Bangladesh
pigeonpea(arhar),1071.46,424.11,454420,2021-2022,PULSES,2021.5,1,Bangladesh
pigeonpea(arhar),1011.98,417.5,422500,2022-2023,PULSES,2022.5,1,Bangladesh
pigeonpea(arhar),863.37,418.74,361530,2024-2025,PULSES,2024.5,1,Bangladesh
pigeonpea(arhar),906.92,423.65,384220,2023-2024,PULSES,2023.5,1,Bangladesh
vignamungo(mashkalai),98006,359,35151000,2015-2016,PULSES,2015.5,1,Bangladesh
vignamungo(mashkalai),102838,381,39194000,2016-2017,PULSES,2016.5,1,Bangladesh
vignamungo(mashkalai),109290,379,41430000,2017-2018,PULSES,2017.5,1,Bangladesh
vignamungo(mashkalai),113812,371,42273000,2018-2019,PULSES,2018.5,1,Bangladesh
vignamungo(mashkalai),90105.5,379.74,34217000,2019-2020,PULSES,2019.5,1,Bangladesh
vignamungo(mashkalai),100333.96,372.2,37344180,2020-2021,PULSES,2020.5,1,Bangladesh
vignamungo(mashkalai),102219.95,381.58,39005330,2021-2022,PULSES,2021.5,1,Bangladesh
vignamungo(mashkalai),101790.36,401.88,40907400,2022-2023,PULSES,2022.5,1,Bangladesh
vignamungo(mashkalai),98204.35,399.65,39283820,2023-2024,PULSES,2023.5,1,Bangladesh
vignamungo(mashkalai),98422.54,406.54,40013060,2024-2025,PULSES,2024.5,1,Bangladesh
sugarcane,242943,17319,4207592000,2015-2016,SUGAR CROP,2015.5,1,Bangladesh
sugarcane,227389,16988,38622775000,2016-2017,SUGAR CROP,2016.5,1,Bangladesh
sugarcane,2227854,16333,3638731000,2017-2018,SUGAR CROP,2017.5,1,Bangladesh
sugarcane,207079,15468,3203054000,2018-2019,SUGAR CROP,2018.5,1,Bangladesh
sugarcane,213113,17282,3682951000,2019-2020,SUGAR CROP,2019.5,1,Bangladesh
sugarcane,192310.42,17328.99,3332546270,2020-2021,SUGAR CROP,2020.5,1,Bangladesh
sugarcane,178561.43,17290.57,3087428470,2021-2022,SUGAR CROP,2021.5,1,Bangladesh
sugarcane,172289.89,17311.21,2982546830,2022-2023,SUGAR CROP,2022.5,1,Bangladesh
sugarcane,167345.34,17530.78,2933694690,2023-2024,SUGAR CROP,2023.5,1,Bangladesh
sugarcane,164761.1,17737.61,2922468830,2024-2025,SUGAR CROP,2024.5,1,Bangladesh
betelleaves,59415,763,87628000,2015-2016,TOBACCO,2015.5,1,Bangladesh
betelleaves,113297,808,91573000,2016-2017,TOBACCO,2016.5,1,Bangladesh
betelleaves,54890,3901,214474000,2017-2018,TOBACCO,2017.5,1,Bangladesh
betelleaves,54251,3882,210629000,2018-2019,TOBACCO,2018.5,1,Bangladesh
betelleaves,54981.35,3906.44,214782000,2019-2020,TOBACCO,2019.5,1,Bangladesh
betelleaves,55526.64,3865.76,214652910,2020-2021,TOBACCO,2020.5,1,Bangladesh
betelleaves,53969.34,3835.39,206993700,2021-2022,TOBACCO,2021.5,1,Bangladesh
betelleaves,54485.7,3883.04,211570270,2022-2023,TOBACCO,2022.5,1,Bangladesh
betelleaves,53570.5,3806.03,203890970,2023-2024,TOBACCO,2023.5,1,Bangladesh
betelleaves,54841.61,4298.48,235735750,2024-2025,TOBACCO,2024.5,1,Bangladesh
jati,14881,767,11417000,2015-2016,TOBACCO,2015.5,1,Bangladesh
jati,14713,771,11338000,2016-2017,TOBACCO,2016.5,1,Bangladesh
jati,12682,818,10373000,2017-2018,TOBACCO,2017.5,1,Bangladesh
jati,19014,705,13406000,2018-2019,TOBACCO,2018.5,1,Bangladesh
jati,19861,695.88,13821000,2019-2020,TOBACCO,2019.5,1,Bangladesh
jati,19834.43,694.36,13772290,2020-2021,TOBACCO,2020.5,1,Bangladesh
jati,19880.75,707.38,14063200,2021-2022,TOBACCO,2021.5,1,Bangladesh
jati,18240.41,644.04,11747540,2022-2023,TOBACCO,2022.5,1,Bangladesh
jati,17409.1,637.68,11101450,2023-2024,TOBACCO,2023.5,1,Bangladesh
jati,14780.9,648.31,9582570,2024-2025,TOBACCO,2024.5,1,Bangladesh
matihari,19960,610,12177000,2015-2016,TOBACCO,2015.5,1,Bangladesh
matihari,20022,560,11213000,2016-2017,TOBACCO,2016.5,1,Bangladesh
matihari,16326,616,10059000,2017-2018,TOBACCO,2017.5,1,Bangladesh
matihari,9187,724,6647000,2018-2019,TOBACCO,2018.5,1,Bangladesh
matihari,9806,711.2,6974000,2019-2020,TOBACCO,2019.5,1,Bangladesh
matihari,9909,707.89,7014680,2020-2021,TOBACCO,2020.5,1,Bangladesh
matihari,10397.88,727.1,7560270,2021-2022,TOBACCO,2021.5,1,Bangladesh
