crops,Area Acres,Per Area yield (KG),Production in (KG),Year_range,crop_type,year mid point,crop indexing,location
matihari,6364.91,721.57,4592720,2022-2023,TOBACCO,2022.5,1,Bangladesh
matihari,9882.43,731.14,7225470,2023-2024,TOBACCO,2023.5,1,Bangladesh
matihari,16970.17,733.33,12444670,2024-2025,TOBACCO,2024.5,1,Bangladesh
tea,148346,435,64500000,2015-2016,TOBACCO,2015.5,1,Bangladesh
tea,133083,615,81850000,2016-2017,TOBACCO,2016.5,1,Bangladesh
tea,165669,472,78115000,2017-2018,TOBACCO,2017.5,1,Bangladesh
tea,133443,680,90685000,2018-2019,TOBACCO,2018.5,1,Bangladesh
tea,146689.6,613.07,89931000,2019-2020,TOBACCO,2019.5,1,Bangladesh
tea,135748.2,665,90329890,2020-2021,TOBACCO,2020.5,1,Bangladesh
tea,139973.11,701.18,98146430,2021-2022,TOBACCO,2021.5,1,Bangladesh
tea,141355,659.39,93208000,2022-2023,TOBACCO,2022.5,1,Bangladesh
tea,145182,693.34,100660000,2023-2024,TOBACCO,2023.5,1,Bangladesh
tea,147887,616.88,91228000,2024-2025,TOBACCO,2024.5,1,Bangladesh
virginia,79537,801,63718000,2015-2016,TOBACCO,2015.5,1,Bangladesh
virginia,78192,879,68739000,2016-2017,TOBACCO,2016.5,1,Bangladesh
virginia,75906,903,68577000,2017-2018,TOBACCO,2017.5,1,Bangladesh
virginia,65797,948,62346000,2018-2019,TOBACCO,2018.5,1,Bangladesh
virginia,70339,924.92,65058000,2019-2020,TOBACCO,2019.5,1,Bangladesh
virginia,69856.81,976.5,8215240,2020-2021,TOBACCO,2020.5,1,Bangladesh
virginia,70106.22,1008.52,70703400,2021-2022,TOBACCO,2021.5,1,Bangladesh
virginia,68501.75,1025.42,70242910,2022-2023,TOBACCO,2022.5,1,Bangladesh
virginia,73809.02,1076.93,79487210,2023-2024,TOBACCO,2023.5,1,Bangladesh
virginia,75236.48,1085.78,81690010,2024-2025,TOBACCO,2024.5,1,Bangladesh
arum,56170,4058,227918000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
arum,58486,5164,243539000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
arum,55228,4169,230232000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
arum(maankachu),4772,3530,16845000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
arum(maankachu),5665,3104,17584000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
arum(maankachu),4792.02,3411.66,16348750,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
barbati,16908,1527,25815000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
barbati,16085,1567,25206000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
barbati,16284,1575,25651000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
barbati,17519,1650,28915000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
barbati,17261,1646,28410000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
barbati,17680.08,1882.44,33281750,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
bittergourd(karala),29044.51,2860.89,83093270,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
bittergourd(karala),29133.14,2929.19,85336570,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
bittergourd(karala),24750,2204,54539000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
bittergourd(karala),26250,2186,57386000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
bittergourd(karala),26490,2186,57908000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
bittergourd(karala),26491,2055,54443000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
bittergourd(karala),27484,2160,59371000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
bittergourd(karala),26810.75,2212.3,59313350,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
bittergourd(karala),28761.15,2274.66,65421790,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
brinjal(summer),46068,3574,164667000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
brinjal(summer),45665,3501,159891000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
brinjal(summer),45760,3500,160145000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
brinjal(summer),47213,3605,170189000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
brinjal(summer),49105,3766,184917000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
brinjal(summer),49274,4107,202371000,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
brinjal(summer),49406.92,4241.13,209541170,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
brinjal(summer),49185.93,4786.36,235421400,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
brinjal(summer),49594.66,4855.72,240817830,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
cucumber,23056,2734,63029000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
cucumber,23355,3030,70759000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
cucumber,23695,2764,65499000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
cucumber,24608,2975,73220000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
cucumber,24413,3398,82963000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
cucumber,25288.81,3752.67,94900600,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
cucumber,25045.67,3898.69,99984440,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
cucumber,25984.47,4184.79,108739650,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
cucumber,26126.71,4235.14,110650340,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
danta,27397.49,3156.47,86479270,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
danta,27242,2759,75165000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
danta,26674,2710,72277000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
danta,26881,2786,74899000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
danta,26608,2824,75146000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
danta,26835.86,2856,76654810,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
danta,27988.18,3167.75,88659660,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
danta,27949.15,3259.1,91089080,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
danta,27916.46,3290.48,91858640,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
datasak,51578,2793,144050000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
datasak,14217,2065,29360000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
datasak,14040.35,2163.45,30375610,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
greenbanana,26474,5584,147839000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
greenbanana,27584,5448,150264000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
greenbanana,28049,5599,157037000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
greenbanana,27857,5776,160891000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
greenbanana,29216,5712,166890000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
greenbanana,28921.77,6185.3,178889880,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
kachurlati,17839,2600,46374000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
kachurlati,17642,2624,46291000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
kachurlati,17043,2466,42034000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
kachurlati,16738,2481,41521000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
kachurlati,17807,2641,47030000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
kachurlati,20137.76,2684.86,54067070,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
kachushak,4187,1487,6228000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
kachushak,4184,1524,6378000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
kachushak,4060.98,1354.42,5500260,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
kalmishak,5665,1814,10274000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
kalmishak,5198,1899,9871000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
kalmishak,5461,1995,10895000,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
khirai,12930,3592,46446000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
khirai,14038,3597,50495000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
khirai,14080,3372,47475000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
khirai,13381,3431,45916000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
khirai,14154,3342,47296000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
khirai,17232.68,3588.79,61844540,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
khirai,17612.91,4080.69,71872800,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
khirai,17794.73,4419.09,78636520,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
lady'sfinger,28005,1927,53979000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
lady'sfinger,28106,1953,54901000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
lady'sfinger,28303,1984,56145000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
lady'sfinger,28647,1891,54183000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
lady'sfinger,28515,1961,55905000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
lady'sfinger,30118.73,2332.18,70242270,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
lady'sfinger,30320.76,2811.04,85232920,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
lady'sfinger,31021.88,3095.18,96018370,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
lady'sfinger,31268.87,3168.64,99079930,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
malabarspinach(puisak),25247,3116,78665000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
malabarspinach(puisak),25597,3090,79093000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
malabarspinach(puisak),25611,3198,81903000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
malabarspinach(puisak),26062,3192,83189000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
malabarspinach(puisak),27242,3240,88272000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
malabarspinach(puisak),27291.54,3591.43,98015710,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
malabarspinach(puisak),8096.24,3647.49,10248074000,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
malabarspinach(puisak),28364.5,3805.99,107955060,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
malabarspinach(puisak),28620.6,4089.63,117047580,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
mukhikachu,25296,4322,109322000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
mukhikachu,22779,4317,98334000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
mukhikachu,23590,4655,109803000,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
murakachu,10229,3576,36578000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
murakachu,9951,3465,34481000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
murakachu,9733.09,3438.21,33464390,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
"othersummervegetable(kuchushak,kolmishak,data,pattshak)",25302,1858,470071000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
"othersummervegetable(kuchushak,kolmishak,data,pattshak)",27263,1902,51864000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
"othersummervegetable(kuchushak,kolmishak,data,pattshak)",25327,1883,47690000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
owlkachu,2214,5495,12165000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
owlkachu,2199,7368,16203000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
owlkachu,2219.64,7675.83,17037580,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
panikachu,13018,4390,57149000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
panikachu,13851.6,4458.04,61751000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
panikachu,14087.87,4415.88,62210300,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
patshak,6738,1807,12175000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
patshak,6687,1903,12724000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
patshak,6715.6,1891.54,12702840,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
pointedgourd(patol),25072,3422,85795000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
pointedgourd(patol),24438,3518,85966000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
pointedgourd(patol),24049,3542,85188000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
pointedgourd(patol),24364,3504,85374000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
pointedgourd(patol),26095,3471,90576000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
pointedgourd(patol),26054.84,3778.61,98451020,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
pointedgourd(patol),25779.95,4282.3,110397590,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
pointedgourd(patol),25768.93,4875.92,125647250,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
pointedgourd(patol),26029.24,5044.94,131316000,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
pumpkin(summer),28070,3731,104723000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
pumpkin(summer),27833,3733,103900000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
pumpkin(summer),27500,4072,111986000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
pumpkin(summer),33905,4019,136269000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
pumpkin(summer),2994088,4692.04,140483900,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
pumpkin(summer),30164.24,4813.84,145205830,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
pumpkin(summer),30431.04,5136.96,156322910,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
pumpkin(summer),30063.71,5243.45,157637480,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
ribbedgourd(ghinga),26589.72,3046.1,80995030,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
ribbedgourd(ghinga),26249.84,2880.6,75615250,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
ribbedgourd(jhinga),24123,1962,47335000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
ribbedgourd(jhinga),25034,1951,48851000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
ribbedgourd(jhinga),24827,2024,50240000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
ribbedgourd(jhinga),25190,2072,52187000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
ribbedgourd(jhinga),25085,2096,52575000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
ribbedgourd(jhinga),25779.34,2169.06,55917000,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
ribbedgourd(jhinga),26194,2311,60546000,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
snakgourd(chichinga),18468,1995,36836000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
snakgourd(chichinga),19130,2023,38692000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
snakgourd(chichinga),18515,2017,37342000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
snakgourd(chichinga),18523,2031,37613000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
snakgourd(chichinga),19778,2171,42938000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
snakgourd(chichinga),19424,2371,46057000,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
snakgourd(chichinga),19728.48,2442.8,48192790,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
snakgourd(chichinga),19796.61,2622.19,51910440,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
snakgourd(chichinga),19959.25,2690.95,53709310,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
spinygourd(kakrol),12024,2308,27787000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
spinygourd(kakrol),11882,2295,27268000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
spinygourd(kakrol),12352,2319,28648000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
spinygourd(kakrol),12889,2476,31910000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
spinygourd(kakrol),13519.83,2504.33,33858180,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
spinygourd(kakrol),13469.57,3003.09,40450370,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
spinygourd(kakrol),13709.75,3221.78,44169770,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
spinygourd(kakrol),13851.96,3207.62,44431810,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
waxgourd(chalkumra),24120,2975,71757000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
waxgourd(chalkumra),24742,2993,74052000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
waxgourd(chalkumra),24560,3044,74753000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
waxgourd(chalkumra),25303,3116,78845000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
waxgourd(chalkumra),25050.23,3226.08,80814000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
waxgourd(chalkumra),25816.26,3408.76,88001430,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
waxgourd(chalkumra),26147.6,3601.57,94172330,2021-2022,VEGETABLES (Summer),2021.5,1,Bangladesh
waxgourd(chalkumra),26191.44,3887.34,101815140,2022-2023,VEGETABLES (Summer),2022.5,1,Bangladesh
waxgourd(chalkumra),26553.36,3932.12,104410910,2023-2024,VEGETABLES (Summer),2023.5,1,Bangladesh
zucchini(dhundol),10750,1981,21292000,2019-2020,VEGETABLES (Summer),2019.5,1,Bangladesh
zucchini(dhundol),11140.82,2143.03,23875070,2020-2021,VEGETABLES (Summer),2020.5,1,Bangladesh
zucchini(dhundol),9645,1871,18047000,2015-2016,VEGETABLES (Summer),2015.5,1,Bangladesh
zucchini(dhundol),9960,1953,19450000,2016-2017,VEGETABLES (Summer),2016.5,1,Bangladesh
zucchini(dhundol),9706,2010,19512000,2017-2018,VEGETABLES (Summer),2017.5,1,Bangladesh
zucchini(dhundol),10705,2001,21426000,2018-2019,VEGETABLES (Summer),2018.5,1,Bangladesh
arum(lati),18520.78,2641.16,48916380,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arum(lati),18678.74,2729.04,50975070,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arum(lati),18748.23,2725.84,51104670,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arum(maankachu),5033.55,3702.89,18638660,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arum(maankachu),5091.14,3850.07,19601260,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arum(maankachu),4985.25,3812.31,19005320,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arum(maankachu),4903.99,3451.11,16924190,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
arum(mukhikachu),24887.24,5381.91,133940960,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arum(mukhikachu),25090.64,5242.89,131547490,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arum(mukhikachu),24971.31,5321.3,132879850,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arum(mukhikachu),23998.37,5129.43,122995490,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
arum(murakachu),9680.3,3817.93,36958680,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arum(murakachu),9502.98,3891.1,36977020,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arum(murakachu),9559.45,3916.12,37435950,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arum(olkachu),2273.08,8978.22,20408210,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arum(olkachu),4666.39,4764.3,22232090,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arum(olkachu},2315.4,9532.82,22072290,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arum(panikachu),14273.92,5019.35,71645840,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arum(panikachu),13998.51,5025.02,70342750,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arum(panikachu),13980.36,$116.68 ,71533080,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arumleaves,4020.01,1626.12,6537020,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
arumleaves,4053.64,1621.66,6573610,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
arumleaves,3813.55,1602.02,6109400,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
arumleaves,4238.74,1356.19,6596290,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
beans,49923,2577,128676000,2015-2016,VEGETABLES (Winter),2015.5,1,Bangladesh
beans,51595,2665,137495000,2016-2017,VEGETABLES (Winter),2016.5,1,Bangladesh
beans,50888,2650,134860000,2017-2018,VEGETABLES (Winter),2017.5,1,Bangladesh
beans,51578,2793,144050000,2018-2019,VEGETABLES (Winter),2018.5,1,Bangladesh
beans,61628,2754,169735000,2019-2020,VEGETABLES (Winter),2019.5,1,Bangladesh
beans,55076.58,3080.36,169655900,2020-2021,VEGETABLES (Winter),2020.5,1,Bangladesh
beans,56940.62,2986.74,170066790,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
beans,63675.78,3582.44,228114830,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
beans,63268.45,3577.31,226330840,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
beans,63506.43,3683.19,233906190,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
beetroot,98.69,2056.34,202940,2020-2021,VEGETABLES (Winter),2020.5,1,Bangladesh
beetroot,294.87,3071.29,905630,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
beetroot,333.14,3184.13,1060760,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
beetroot,365.1,3278.76,1197080,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
beetroot,393.64,3421.48,1346830,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
bittergourd(karala),29229.22,2929.67,85632010,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
brinjal(robi),78458,4335,310150000,2015-2016,VEGETABLES (Winter),2015.5,1,Bangladesh
brinjal(robi),80195,4334,347541000,2016-2017,VEGETABLES (Winter),2016.5,1,Bangladesh
brinjal(robi),80168,4414,355862000,2017-2018,VEGETABLES (Winter),2017.5,1,Bangladesh
brinjal(robi),82206,4384,360421000,2018-2019,VEGETABLES (Winter),2018.5,1,Bangladesh
brinjal(robi),82933,4496,372870000,2019-2020,VEGETABLES (Winter),2019.5,1,Bangladesh
brinjal(robi),83277.36,4621.2,384841030,2020-2021,VEGETABLES (Winter),2020.5,1,Bangladesh
brinjal(robi),84536.65,4838.16,40900146000,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
brinjal(robi),86425.14,5157.93,445775180,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
brinjal(robi),86098.05,5633.73,485052860,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
brinjal(robi),49504.4,5222.66,258544710,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
brinjal(robi),85608.72,5804.53,496918000,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
cabbage,44342,6670,295744000,2015-2016,VEGETABLES (Winter),2015.5,1,Bangladesh
cabbage,45681,6822,311650000,2016-2017,VEGETABLES (Winter),2016.5,1,Bangladesh
cabbage,45829,7020,321719000,2017-2018,VEGETABLES (Winter),2017.5,1,Bangladesh
cabbage,47401,6983,331020000,2018-2019,VEGETABLES (Winter),2018.5,1,Bangladesh
cabbage,54794,7013,384291000,2019-2020,VEGETABLES (Winter),2019.5,1,Bangladesh
cabbage,55201.54,6888.56,380259380,2020-2021,VEGETABLES (Winter),2020.5,1,Bangladesh
cabbage,53129.23,7435.37,395035650,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
cabbage,53463.62,7899.25,422322600,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
cabbage,53391.69,8428.73,450023930,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
cabbage,53888.54,11802.32,636009860,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
carrot,4368,3590,15679000,2015-2016,VEGETABLES (Winter),2015.5,1,Bangladesh
carrot,4533,3597,16306000,2016-2017,VEGETABLES (Winter),2016.5,1,Bangladesh
carrot,5084,3673,18674000,2017-2018,VEGETABLES (Winter),2017.5,1,Bangladesh
carrot,5085,3785,19246000,2018-2019,VEGETABLES (Winter),2018.5,1,Bangladesh
carrot,5374.29,3906.25,20993340,2019-2020,VEGETABLES (Winter),2019.5,1,Bangladesh
carrot,5736.57,4805.55,27567350,2020-2021,VEGETABLES (Winter),2020.5,1,Bangladesh
carrot,6184.94,5036.39,31149770,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
carrot,6488.56,5435.81,35270610,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
carrot,6857.87,6327.9,43395930,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
carrot,6994.95,6477.12,45307140,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
cauliflower,47749,5623,268484000,2015-2016,VEGETABLES (Winter),2015.5,1,Bangladesh
cauliflower,48725,5695,277500000,2016-2017,VEGETABLES (Winter),2016.5,1,Bangladesh
cauliflower,48083,5705,274297000,2017-2018,VEGETABLES (Winter),2017.5,1,Bangladesh
cauliflower,53541,5742,307458000,2018-2019,VEGETABLES (Winter),2018.5,1,Bangladesh
cauliflower,54250,5219,283157000,2019-2020,VEGETABLES (Winter),2019.5,1,Bangladesh
cauliflower,56029.09,5259.48,294684110,2020-2021,VEGETABLES (Winter),2020.5,1,Bangladesh
cauliflower,56426.61,6066.39,342306030,2021-2022,VEGETABLES (Winter),2021.5,1,Bangladesh
cauliflower,56446.94,6089.94,343758710,2022-2023,VEGETABLES (Winter),2022.5,1,Bangladesh
cauliflower,58129.33,7391.62,429670100,2023-2024,VEGETABLES (Winter),2023.5,1,Bangladesh
cauliflower,59332.62,9764.34,579343940,2024-2025,VEGETABLES (Winter),2024.5,1,Bangladesh
